job_id,seller_id,arrival_time,estimated_runtime,priority,job_type
408,D,56,26,2,crop
409,E,90,12,3,compress
410,F,42,15,2,thumbnail
411,C,65,23,1,crop
412,G,65,26,4,transcode
413,F,5,16,1,policy_check
414,F,62,6,1,crop
415,F,41,26,1,crop
416,H,17,11,4,policy_check
417,F,26,4,1,thumbnail
418,B,20,27,4,crop
419,D,19,23,5,thumbnail
420,E,71,30,3,crop
421,F,55,14,1,crop
422,D,67,26,2,policy_check
423,G,91,22,5,resize
424,C,61,21,3,watermark
425,D,70,14,1,resize
426,E,90,6,4,crop
427,F,1,15,2,compress
428,E,33,13,3,watermark
429,E,9,7,5,thumbnail
430,H,44,2,2,resize
431,A,93,15,3,resize
432,F,20,30,4,watermark
433,G,66,27,2,compress
434,A,91,29,1,transcode
435,H,52,8,5,crop
436,H,63,14,5,policy_check
437,D,53,12,2,compress
438,G,42,20,1,transcode
439,E,76,20,3,crop
440,E,84,4,4,thumbnail
441,D,8,17,1,thumbnail
442,C,48,13,4,resize
443,A,54,10,2,compress
444,G,97,25,1,watermark
445,H,99,8,5,compress
446,A,19,25,4,thumbnail
447,F,0,19,5,transcode
448,F,64,15,2,transcode
449,C,72,15,2,thumbnail
450,A,37,4,5,transcode
451,C,99,26,1,thumbnail
452,D,83,10,3,crop
453,C,59,16,5,resize
454,G,41,30,1,compress
455,A,81,24,2,thumbnail
456,H,7,10,4,policy_check
457,G,47,21,1,compress
458,D,20,14,4,transcode
459,D,86,13,5,policy_check
460,A,84,11,3,compress
461,E,80,26,2,crop
462,E,65,22,2,crop
463,H,17,17,1,crop
464,H,12,14,3,policy_check
465,C,21,2,4,thumbnail
466,A,42,1,5,thumbnail
467,G,86,13,3,compress
468,D,91,16,3,policy_check
469,B,58,11,5,crop
470,B,47,23,3,crop
471,A,29,11,4,thumbnail
472,D,71,15,1,compress
473,F,51,8,1,policy_check
474,B,67,8,3,compress
475,D,37,11,2,compress
476,D,19,16,5,policy_check
477,H,59,15,3,transcode
478,H,82,1,4,crop
479,G,56,27,1,watermark
480,C,97,30,3,transcode
481,A,48,29,4,compress
482,H,3,16,4,transcode
483,A,96,4,5,policy_check
484,F,76,24,5,policy_check
485,H,80,7,5,watermark
486,C,60,23,4,policy_check
487,F,50,8,1,thumbnail
488,D,70,14,4,compress
489,H,81,24,3,thumbnail
490,B,48,2,2,policy_check
491,H,84,27,2,thumbnail
492,E,6,14,2,compress
493,H,53,28,3,policy_check
494,A,11,24,3,thumbnail
495,E,98,17,2,crop
496,F,23,7,4,thumbnail
497,C,57,13,4,compress
498,H,49,15,4,resize
499,D,96,16,1,transcode
500,F,34,20,5,transcode
501,D,42,23,1,thumbnail
502,C,70,8,3,resize
503,A,92,19,4,crop
504,E,42,30,2,crop
505,H,89,4,3,crop
506,G,60,12,1,resize
507,G,27,6,1,watermark
508,B,2,23,3,policy_check
509,E,35,4,5,policy_check
510,H,57,9,1,crop
511,H,100,10,2,thumbnail
512,D,11,28,2,resize
513,D,97,8,2,transcode
514,E,57,4,5,crop
515,A,63,1,1,thumbnail
516,G,54,23,3,watermark
517,G,45,23,4,crop
518,C,77,21,5,transcode
519,E,16,18,5,crop
520,D,68,22,3,crop
521,D,12,18,3,thumbnail
522,D,73,19,4,watermark
523,B,70,11,3,compress
524,E,94,16,4,thumbnail
525,H,40,13,3,thumbnail
526,C,40,18,1,policy_check
527,H,12,24,5,policy_check
528,G,58,29,4,resize
529,D,81,17,5,watermark
530,F,5,1,1,policy_check
531,D,34,24,4,resize
532,B,58,9,1,crop
533,E,29,22,4,resize
534,E,76,19,3,thumbnail
535,B,60,1,5,transcode
536,B,34,24,3,policy_check
537,E,85,20,2,crop
538,G,83,1,5,resize
539,C,48,5,1,crop
540,B,3,25,2,resize
541,A,72,12,2,transcode
542,A,49,5,1,watermark
543,E,86,5,3,policy_check
544,B,66,3,1,thumbnail
545,F,38,29,5,resize
546,E,86,6,2,transcode
547,B,71,3,1,thumbnail
548,G,89,16,3,watermark
549,F,30,4,4,resize
550,H,36,3,1,crop
551,A,54,22,4,crop
552,A,23,1,3,thumbnail
553,E,31,1,2,thumbnail
554,H,34,16,4,watermark
555,A,24,18,1,watermark
556,F,17,29,5,policy_check
557,D,91,17,5,compress
558,G,69,21,2,thumbnail
559,A,62,24,3,compress
560,C,85,28,5,watermark
561,C,45,15,4,policy_check
562,D,52,29,5,crop
563,E,44,9,2,transcode
564,F,48,2,3,transcode
565,E,93,20,5,policy_check
566,G,22,21,3,watermark
567,E,49,26,3,resize
568,G,62,13,4,resize
569,D,31,5,3,crop
570,E,62,13,2,resize
571,E,51,19,2,watermark
572,B,87,4,2,watermark
573,G,69,8,3,resize
574,E,46,11,5,resize
575,B,1,19,3,crop
576,H,69,2,4,compress
577,H,75,8,3,thumbnail
578,C,66,8,3,resize
579,G,98,14,1,policy_check
580,F,85,3,3,resize
581,B,44,1,2,crop
582,C,67,24,4,policy_check
583,C,54,19,2,transcode
584,C,88,9,3,watermark
585,G,96,10,4,resize
586,D,20,24,5,watermark
587,H,53,8,2,thumbnail
588,C,31,27,1,watermark
589,F,65,16,1,compress
590,G,24,23,3,watermark
591,D,92,4,1,policy_check
592,A,52,2,3,compress
593,D,3,24,5,compress
594,E,5,2,4,crop
595,G,67,28,5,resize
596,D,75,9,3,crop
597,C,3,29,5,transcode
598,A,0,18,3,transcode
599,C,60,24,4,policy_check
600,E,41,15,4,transcode
601,D,50,23,1,policy_check
602,A,91,26,1,policy_check
603,F,63,2,1,crop
604,E,15,3,2,transcode
605,F,88,30,2,thumbnail
606,D,10,27,5,thumbnail
607,G,83,3,4,thumbnail
608,D,40,18,4,policy_check
609,E,88,6,4,thumbnail
610,G,87,21,1,compress
611,D,71,29,3,crop
612,D,2,21,5,resize
613,A,84,7,5,policy_check
614,A,97,18,4,crop
615,C,45,3,5,transcode
616,A,74,12,2,policy_check
617,D,8,30,3,transcode
618,G,10,1,1,transcode
619,C,47,22,3,crop
620,D,66,9,1,policy_check
621,G,73,4,2,compress
622,G,8,21,3,thumbnail
623,D,64,15,5,thumbnail
624,D,39,6,5,crop
625,C,41,17,1,policy_check
626,G,89,4,4,thumbnail
627,B,86,30,5,policy_check
628,E,25,29,4,resize
629,E,56,3,3,watermark
630,E,53,13,3,resize
631,D,41,10,3,policy_check
632,E,29,21,5,crop
633,F,61,10,3,crop
634,H,55,10,2,crop
635,A,90,17,2,thumbnail
636,A,83,2,2,policy_check
637,G,62,18,3,thumbnail
638,F,62,30,2,thumbnail
639,G,31,26,5,policy_check
640,G,83,5,2,crop
641,D,79,18,3,policy_check
642,H,87,12,4,transcode
643,C,6,18,1,thumbnail
644,A,83,17,5,watermark
645,G,41,23,5,compress
646,D,44,30,2,watermark
647,C,14,2,4,policy_check
648,E,46,3,1,compress
649,B,92,20,5,resize
650,E,9,20,5,resize
651,D,32,28,4,thumbnail
652,D,13,5,5,transcode
653,A,85,28,4,transcode
654,C,66,23,2,resize
655,H,58,19,4,resize
656,H,78,9,5,policy_check
657,B,56,10,4,watermark
658,C,58,27,5,resize
659,F,67,8,5,watermark
660,C,38,29,5,compress
661,G,17,7,2,resize
662,C,100,10,4,policy_check
663,A,64,19,5,compress
664,H,15,5,2,crop
665,C,53,17,3,compress
666,E,68,17,3,crop
667,F,31,17,4,watermark
668,B,93,22,2,resize
669,G,55,5,2,resize
670,G,11,11,4,crop
671,E,68,14,1,watermark
672,H,70,13,4,transcode
673,F,53,27,3,crop
674,D,90,11,2,transcode
675,F,16,23,5,resize
676,E,25,16,5,resize
677,A,40,1,1,crop
678,F,53,4,1,transcode
679,G,52,19,2,policy_check
680,A,65,12,5,thumbnail
681,D,36,7,2,resize
682,C,7,20,1,watermark
683,A,2,27,2,resize
684,G,41,19,1,watermark
685,H,75,20,5,crop
686,E,65,28,2,crop
687,A,73,5,5,crop
688,E,66,24,3,compress
689,A,7,7,3,thumbnail
690,E,75,7,2,watermark
691,A,3,24,2,crop
692,B,99,21,3,watermark
693,C,94,23,5,watermark
694,E,50,30,1,watermark
695,E,50,13,5,resize
696,H,70,12,3,thumbnail
697,F,27,23,5,crop
698,B,38,19,1,transcode
699,C,60,20,1,thumbnail
700,C,15,16,1,crop
701,C,89,17,5,watermark
702,H,4,21,5,compress
703,H,38,19,4,policy_check
704,H,33,23,5,resize
705,G,54,6,4,crop
706,A,58,4,5,policy_check
707,A,87,18,5,transcode
708,D,79,12,2,thumbnail
709,B,15,6,1,thumbnail
710,G,53,18,3,thumbnail
711,A,86,17,4,watermark
712,C,95,28,3,thumbnail
713,H,2,5,4,thumbnail
714,D,94,18,5,compress
715,G,79,16,1,crop
716,H,57,19,4,thumbnail
717,H,91,18,2,watermark
718,B,55,18,1,resize
719,D,36,21,2,watermark
720,D,19,1,1,transcode
721,C,87,7,1,thumbnail
722,G,47,16,5,thumbnail
723,H,22,8,1,compress
724,H,8,26,4,transcode
725,F,22,11,4,thumbnail
726,F,68,25,4,policy_check
727,F,57,24,5,compress
728,E,77,13,1,watermark
729,F,3,16,4,watermark
730,D,41,6,1,compress
731,F,46,4,3,policy_check
732,H,70,22,3,compress
733,C,65,3,4,crop
734,G,89,29,2,thumbnail
735,D,70,21,1,compress
736,H,95,15,4,watermark
737,H,78,26,4,compress
738,G,74,2,5,resize
739,A,57,13,5,transcode
740,G,67,30,1,watermark
741,H,79,24,3,thumbnail
742,F,14,12,5,thumbnail
743,D,34,28,3,compress
744,F,1,2,1,transcode
745,B,95,23,4,compress
746,H,23,10,5,watermark
747,E,92,8,2,thumbnail
748,F,98,3,5,compress
749,F,49,16,2,watermark
750,G,53,16,2,resize
751,H,67,9,3,thumbnail
752,D,17,6,1,watermark
753,H,3,17,2,policy_check
754,D,34,18,3,transcode
755,H,46,17,5,resize
756,C,33,25,4,compress
757,E,90,4,5,compress
758,G,93,30,3,policy_check
759,F,28,7,2,watermark
760,C,22,21,3,transcode
761,C,49,17,3,thumbnail
762,A,7,30,2,resize
763,E,62,19,3,compress
764,D,7,13,1,watermark
765,H,82,18,2,crop
766,D,74,6,3,compress
767,B,28,12,4,compress
768,E,72,14,1,policy_check
769,F,48,18,1,thumbnail
770,H,67,30,5,compress
771,E,24,6,1,thumbnail
772,G,49,20,4,thumbnail
773,H,56,29,5,policy_check
774,H,85,10,1,watermark
775,A,93,16,3,transcode
776,E,53,6,4,crop
777,B,89,21,4,thumbnail
778,D,1,11,3,watermark
779,B,90,17,2,resize
780,B,51,19,1,policy_check
781,E,52,18,3,transcode
782,F,16,18,5,crop
783,C,2,9,1,policy_check
784,G,6,9,3,compress
785,H,6,22,4,thumbnail
786,E,67,25,4,transcode
787,C,61,24,2,compress
788,G,15,30,5,crop
789,G,58,3,3,thumbnail
790,F,58,10,3,transcode
791,F,31,22,4,resize
792,A,52,9,1,compress
793,D,58,27,5,policy_check
794,G,51,16,4,watermark
795,C,74,9,1,watermark
796,F,87,25,4,resize
797,B,17,5,4,thumbnail
798,H,62,22,3,thumbnail
799,F,79,1,3,compress
800,C,58,4,1,compress
801,C,73,18,4,resize
802,H,56,3,3,policy_check
803,A,80,5,1,watermark
804,B,36,2,1,watermark
805,F,28,12,4,transcode
806,D,27,2,5,thumbnail
807,E,96,5,3,watermark
808,D,46,10,1,policy_check
809,D,80,1,2,compress
810,F,48,11,4,policy_check
811,B,65,10,2,compress
812,E,41,17,1,policy_check
813,C,46,24,1,compress
814,D,25,4,4,thumbnail
815,A,33,28,1,watermark
816,F,95,15,2,transcode
817,G,85,5,5,compress
818,C,6,2,5,policy_check
819,H,19,5,2,resize
820,F,1,13,1,crop
821,F,29,17,4,compress
822,A,36,24,4,watermark
823,D,98,8,3,resize
824,E,3,26,1,crop
825,H,78,16,1,policy_check
826,B,31,18,3,crop
827,B,73,26,3,transcode
828,B,1,17,2,compress
829,C,14,17,5,policy_check
830,A,9,11,3,transcode
831,E,3,28,5,policy_check
832,H,85,21,1,compress
833,A,37,14,1,resize
834,D,58,24,3,policy_check
835,G,89,24,4,policy_check
836,E,22,12,4,watermark
837,A,29,16,1,compress
838,D,69,14,5,transcode
839,A,97,21,1,policy_check
840,E,32,14,2,thumbnail
841,E,47,28,1,thumbnail
842,E,18,20,3,compress
843,A,86,2,5,compress
844,B,64,10,3,transcode
845,C,68,8,5,policy_check
846,B,93,22,2,resize
847,C,50,23,2,crop
848,A,51,13,5,crop
849,B,97,4,3,policy_check
850,G,51,1,2,thumbnail
851,B,21,23,5,compress
852,C,33,13,4,compress
853,C,65,19,3,watermark
854,H,43,6,1,policy_check
855,C,17,18,1,watermark
856,C,1,25,3,thumbnail
857,C,27,17,2,policy_check
858,D,80,24,5,transcode
859,G,37,2,5,compress
860,E,88,13,3,compress
861,A,2,7,2,crop
862,A,93,17,2,transcode
863,D,11,22,1,resize
864,H,2,15,4,transcode
865,D,23,8,4,thumbnail
866,A,20,28,4,compress
867,C,15,21,1,crop
868,B,33,6,4,policy_check
869,D,10,12,2,thumbnail
870,E,34,29,1,resize
871,H,35,6,3,compress
872,F,6,15,3,watermark
873,H,68,27,2,policy_check
874,A,47,23,2,watermark
875,H,16,30,5,crop
876,H,61,24,5,watermark
877,A,7,17,2,crop
878,E,89,27,1,crop
879,F,36,3,5,policy_check
880,G,92,23,1,transcode
881,G,88,10,4,transcode
882,E,4,28,4,thumbnail
883,H,70,20,1,watermark
884,F,70,21,1,resize
885,C,72,28,3,crop
886,F,41,10,1,watermark
887,C,90,22,3,compress
888,F,88,30,4,watermark
889,H,35,21,5,thumbnail
890,G,95,5,2,transcode
891,C,54,21,1,resize
892,C,50,22,3,policy_check
893,E,7,20,1,resize
894,H,83,4,2,resize
895,H,50,28,4,transcode
896,G,70,17,1,policy_check
897,E,46,19,1,thumbnail
898,D,35,8,2,watermark
899,B,70,28,5,crop
900,E,3,30,2,policy_check
901,B,96,20,5,watermark
902,C,28,27,5,crop
903,D,95,18,2,thumbnail
904,E,66,22,4,transcode
905,A,45,30,2,resize
906,H,49,3,3,transcode
907,G,49,30,3,transcode
908,C,86,29,3,crop
909,H,23,23,3,crop
910,G,31,22,3,thumbnail
911,G,78,15,3,resize
912,C,81,12,3,thumbnail
913,D,61,4,4,transcode
914,C,89,12,2,transcode
915,D,38,4,5,transcode
916,B,40,11,3,policy_check
917,E,70,19,3,thumbnail
918,H,91,15,3,watermark
919,H,61,24,5,transcode
920,B,92,6,3,watermark
921,A,45,14,2,watermark
922,C,51,12,5,compress
923,D,89,7,1,crop
924,E,40,15,1,watermark
925,D,73,13,1,policy_check
926,G,92,7,2,watermark
927,C,50,29,4,resize
928,G,41,20,2,crop
929,A,40,11,1,crop
930,D,76,21,4,thumbnail
931,D,27,8,4,watermark
932,G,23,3,3,watermark
933,A,5,4,5,compress
934,C,98,6,4,compress
935,G,12,20,4,watermark
936,D,6,10,3,watermark
937,A,80,13,5,crop
938,H,66,9,3,resize
939,H,35,18,2,thumbnail
940,B,84,24,1,resize
941,C,25,21,3,thumbnail
942,C,50,21,4,crop
943,E,82,28,1,transcode
944,G,29,11,2,compress
945,H,28,8,4,watermark
946,G,80,12,3,compress
947,G,33,5,4,thumbnail
948,G,98,26,4,thumbnail
949,H,0,29,2,transcode
950,C,84,13,3,crop
951,G,44,21,4,resize
952,B,49,6,1,thumbnail
953,E,93,8,2,compress
954,D,5,13,1,resize
955,B,74,16,4,resize
956,C,86,4,3,compress
957,D,4,15,4,thumbnail
958,D,56,10,4,compress
959,D,38,21,2,compress
960,B,12,25,1,compress
961,G,71,19,2,compress
962,D,33,25,2,policy_check
963,D,33,7,4,resize
964,H,85,17,1,crop
965,B,99,9,4,compress
966,C,62,10,3,resize
967,B,30,9,5,watermark
968,E,53,3,4,watermark
969,A,89,14,2,compress
970,B,82,14,3,watermark
971,B,40,30,5,policy_check
972,C,66,26,2,policy_check
973,G,57,16,1,watermark
974,D,69,29,1,thumbnail
975,D,83,25,4,compress
976,D,72,16,1,policy_check
977,G,8,30,1,compress
978,A,61,18,4,policy_check
979,E,79,14,1,watermark
980,A,77,20,2,resize
981,A,42,4,5,watermark
982,G,10,4,2,transcode
983,B,93,3,5,thumbnail
984,B,60,10,4,crop
985,C,3,13,3,thumbnail
986,E,17,15,2,thumbnail
987,H,46,23,4,policy_check
988,C,58,18,5,compress
989,H,54,18,2,policy_check
990,E,74,8,1,transcode
